onset	duration	sample	trial_type	response_time	stim_file	value
1.6000000000	n/a	n/a	STATUS	n/a	n/a	boundary
2.5080000000	n/a	n/a	Right response	n/a	n/a	keypad2
3.1280000000	n/a	n/a	Left response	n/a	n/a	keypad1
5.6980000000	n/a	n/a	Right response	n/a	n/a	keypad2
5.9640000000	n/a	n/a	Right response	n/a	n/a	keypad2
6.2300000000	n/a	n/a	Right response	n/a	n/a	keypad2
67.2980000000	n/a	n/a	Right response	n/a	n/a	keypad2
69.6120000000	n/a	n/a	Left response	n/a	n/a	keypad1
72.7380000000	n/a	n/a	Left response	n/a	n/a	keypad1
75.3080000000	n/a	n/a	Left response	n/a	n/a	keypad1
77.8120000000	n/a	n/a	Right response	n/a	n/a	keypad2
80.0040000000	n/a	n/a	Right response	n/a	n/a	keypad2
82.1400000000	n/a	n/a	Left response	n/a	n/a	keypad1
89.2480000000	n/a	n/a	Left response	n/a	n/a	keypad1
96.3700000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
96.4620000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
96.5680000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
96.8880000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
101.5960000000	n/a	n/a	STATUS	n/a	n/a	245
103.7320000000	n/a	n/a	Train Stim: E F	n/a	n/a	18
104.8620000000	n/a	n/a	Left response	n/a	n/a	keypad1
104.9660000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
106.4020000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
108.3520000000	n/a	n/a	Left response	n/a	n/a	keypad1
108.4200000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
109.8560000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
111.1840000000	n/a	n/a	Left response	n/a	n/a	keypad1
111.3060000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
112.7420000000	n/a	n/a	Train Stim: C D	n/a	n/a	14
114.0980000000	n/a	n/a	Right response	n/a	n/a	keypad2
114.1020000000	n/a	n/a	Right response	n/a	n/a	keypad2
114.2100000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
115.9440000000	n/a	n/a	Train Stim: F E	n/a	n/a	20
117.8880000000	n/a	n/a	Left response	n/a	n/a	keypad1
118.0140000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
119.6480000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
121.3000000000	n/a	n/a	Right response	n/a	n/a	keypad2
121.3680000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
123.0020000000	n/a	n/a	Train Stim: D C	n/a	n/a	17
123.9460000000	n/a	n/a	Left response	n/a	n/a	keypad1
124.0520000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
125.7880000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
127.4900000000	n/a	n/a	Right response	n/a	n/a	keypad2
127.5740000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
129.2080000000	n/a	n/a	Train Stim: E F	n/a	n/a	18
130.8640000000	n/a	n/a	Left response	n/a	n/a	keypad1
130.9940000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
132.5280000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
133.8800000000	n/a	n/a	Right response	n/a	n/a	keypad2
133.9800000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
135.7160000000	n/a	n/a	Train Stim: C D	n/a	n/a	14
136.5940000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
136.6800000000	n/a	n/a	STATUS	n/a	n/a	keyboard0
137.7300000000	n/a	n/a	Right response	n/a	n/a	keypad2
137.8500000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
139.2860000000	n/a	n/a	Train Stim: F E	n/a	n/a	20
140.5280000000	n/a	n/a	Left response	n/a	n/a	keypad1
140.6040000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
142.1380000000	n/a	n/a	Train Stim: E F	n/a	n/a	18
143.2360000000	n/a	n/a	Left response	n/a	n/a	keypad1
143.3220000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
144.9580000000	n/a	n/a	Train Stim: C D	n/a	n/a	15
146.1460000000	n/a	n/a	Right response	n/a	n/a	keypad2
146.2260000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
147.7600000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
149.0520000000	n/a	n/a	Right response	n/a	n/a	keypad2
149.1780000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
150.8140000000	n/a	n/a	Train Stim: C D	n/a	n/a	14
154.0320000000	n/a	n/a	Right response	n/a	n/a	keypad2
154.1180000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
155.5520000000	n/a	n/a	Train Stim: F E	n/a	n/a	21
157.6520000000	n/a	n/a	Right response	n/a	n/a	keypad2
157.7540000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
159.5900000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
161.3760000000	n/a	n/a	Right response	n/a	n/a	keypad2
161.4420000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
163.1760000000	n/a	n/a	Train Stim: A B	n/a	n/a	11
164.6000000000	n/a	n/a	Right response	n/a	n/a	keypad2
164.6780000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
166.4140000000	n/a	n/a	Train Stim: E F	n/a	n/a	19
167.9020000000	n/a	n/a	Right response	n/a	n/a	keypad2
168.0160000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
169.6500000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
170.0360000000	n/a	n/a	Left response	n/a	n/a	keypad1
170.1160000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
171.8520000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
172.4220000000	n/a	n/a	Left response	n/a	n/a	keypad1
172.4260000000	n/a	n/a	Left response	n/a	n/a	keypad1
172.5020000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
174.1380000000	n/a	n/a	Train Stim: F E	n/a	n/a	21
176.0880000000	n/a	n/a	Left response	n/a	n/a	keypad1
176.1900000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
178.0260000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
178.1960000000	n/a	n/a	Right response	n/a	n/a	keypad2
178.2920000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
180.1280000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
182.2140000000	n/a	n/a	Left response	n/a	n/a	keypad1
182.2960000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
183.7320000000	n/a	n/a	Train Stim: E F	n/a	n/a	18
186.9200000000	n/a	n/a	Left response	n/a	n/a	keypad1
187.0000000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
188.7360000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
189.6080000000	n/a	n/a	Right response	n/a	n/a	keypad2
189.7380000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
191.2720000000	n/a	n/a	Train Stim: B A	n/a	n/a	13
195.3420000000	n/a	n/a	STATUS	n/a	n/a	110
195.4580000000	n/a	n/a	Left response	n/a	n/a	keypad1
