onset	duration	sample	trial_type	response_time	stim_file	value
1.2800000000	n/a	n/a	STATUS	n/a	n/a	boundary
3.2660000000	n/a	n/a	Right response	n/a	n/a	keypad2
4.3840000000	n/a	n/a	Left response	n/a	n/a	keypad1
6.0180000000	n/a	n/a	Right response	n/a	n/a	keypad2
6.4660000000	n/a	n/a	Right response	n/a	n/a	keypad2
6.9140000000	n/a	n/a	Right response	n/a	n/a	keypad2
68.3040000000	n/a	n/a	Right response	n/a	n/a	keypad2
70.9260000000	n/a	n/a	Right response	n/a	n/a	keypad2
77.1660000000	n/a	n/a	Right response	n/a	n/a	keypad2
80.0940000000	n/a	n/a	Right response	n/a	n/a	keypad2
83.6380000000	n/a	n/a	Left response	n/a	n/a	keypad1
86.9080000000	n/a	n/a	Right response	n/a	n/a	keypad2
90.5480000000	n/a	n/a	Left response	n/a	n/a	keypad1
101.3460000000	n/a	n/a	Left response	n/a	n/a	keypad1
113.7140000000	n/a	n/a	STATUS	n/a	n/a	245
115.7500000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
118.6520000000	n/a	n/a	Right response	n/a	n/a	keypad2
118.8180000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
120.5540000000	n/a	n/a	Train Stim: E F	n/a	n/a	19
124.6240000000	n/a	n/a	STATUS	n/a	n/a	110
126.3600000000	n/a	n/a	Train Stim: A B	n/a	n/a	11
127.5940000000	n/a	n/a	Left response	n/a	n/a	keypad1
127.6600000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
129.2960000000	n/a	n/a	Train Stim: E F	n/a	n/a	19
131.0780000000	n/a	n/a	Right response	n/a	n/a	keypad2
131.1980000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
132.7340000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
133.9120000000	n/a	n/a	Left response	n/a	n/a	keypad1
133.9160000000	n/a	n/a	Left response	n/a	n/a	keypad1
134.0000000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
135.7360000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
136.9260000000	n/a	n/a	Right response	n/a	n/a	keypad2
137.0380000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
138.6720000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
139.8420000000	n/a	n/a	Left response	n/a	n/a	keypad1
139.9080000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
141.7420000000	n/a	n/a	Train Stim: E F	n/a	n/a	19
142.3900000000	n/a	n/a	Left response	n/a	n/a	keypad1
142.4940000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
143.9280000000	n/a	n/a	Train Stim: D C	n/a	n/a	17
144.8840000000	n/a	n/a	Left response	n/a	n/a	keypad1
144.9640000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
146.3960000000	n/a	n/a	Train Stim: D C	n/a	n/a	16
147.1140000000	n/a	n/a	Right response	n/a	n/a	keypad2
147.1800000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
148.6160000000	n/a	n/a	Train Stim: A B	n/a	n/a	10
149.9280000000	n/a	n/a	Right response	n/a	n/a	keypad2
150.0520000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
151.7860000000	n/a	n/a	Train Stim: E F	n/a	n/a	18
154.6820000000	n/a	n/a	Left response	n/a	n/a	keypad1
154.7720000000	n/a	n/a	Feedback: Incorrect	n/a	n/a	104
156.2080000000	n/a	n/a	Train Stim: C D	n/a	n/a	14
157.4320000000	n/a	n/a	Right response	n/a	n/a	keypad2
157.5420000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
159.1780000000	n/a	n/a	Train Stim: B A	n/a	n/a	12
160.3900000000	n/a	n/a	Left response	n/a	n/a	keypad1
160.4780000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
162.2140000000	n/a	n/a	Train Stim: F E	n/a	n/a	20
163.3640000000	n/a	n/a	Left response	n/a	n/a	keypad1
163.4820000000	n/a	n/a	Feedback: Correct	n/a	n/a	94
